Arrival_Time,Creation_Time,x,y,z
1427705169188,1427706986624720645,0.20594788,-0.4005127,9.710953
1427705169193,1427706986629756046,0.12382507,-0.3588562,9.782364
1427705169199,1427706986634791446,0.16548157,-0.37670898,9.728806
1427705169204,1427706986639826846,0.19761658,-0.39813232,9.776413
1427705169208,1427706986644862247,0.09169006,-0.39575195,9.719284
1427705169214,1427706986649897647,0.15596008,-0.44573975,9.739517
1427705169220,1427706986654933048,0.16072083,-0.3683777,9.689529
1427705169224,1427706986659968448,0.12025452,-0.3743286,9.720474
1427705169229,1427706986665003848,0.16667175,-0.39456177,9.82283
1427705169234,1427706986670039249,0.14286804,-0.3671875,9.743088
1427705169239,1427706986675074649,0.1464386,-0.3921814,9.775223
1427705169244,1427706986680110050,0.14286804,-0.34576416,9.731186
1427705169249,1427706986685145450,0.12620544,-0.3838501,9.705002
1427705169254,1427706986690180850,0.1214447,-0.39456177,9.710953
1427705169259,1427706986695216251,0.13572693,-0.42669678,9.707382
1427705169264,1427706986700251651,0.14048767,-0.39337158,9.728806
1427705169269,1427706986705287051,0.11668396,-0.3993225,9.701431
1427705169274,1427706986710322452,0.1547699,-0.36361694,9.727615
1427705169279,1427706986715357852,0.1214447,-0.40408325,9.710953
1427705169284,1427706986720393253,0.12739563,-0.325531,9.762131
1427705169289,1427706986725428653,0.15834045,-0.4005127,9.687149
1427705169294,1427706986730464053,0.117874146,-0.32434082,9.741898
1427705169299,1427706986735499454,0.12739563,-0.4338379,9.731186
1427705169304,1427706986740534854,0.13334656,-0.4647827,9.746658
1427705169309,1427706986745570255,0.14524841,-0.35409546,9.771652
1427705169314,1427706986750605655,0.15119934,-0.35766602,9.731186
1427705169319,1427706986755641055,0.16429138,-0.3683777,9.6835785
1427705169324,1427706986760676456,0.18333435,-0.3838501,9.800217
1427705169329,1427706986765711856,0.1547699,-0.38504028,9.762131
1427705169335,1427706986770747257,0.15953064,-0.38742065,9.825211
1427705169339,1427706986775782657,0.129776,-0.39456177,9.687149
1427705169344,1427706986780818057,0.14762878,-0.4255066,9.75975
1427705169349,1427706986785853458,0.14167786,-0.3671875,9.751419
1427705169355,1427706986790888858,0.115493774,-0.3671875,9.725235
1427705169360,1427706986795924259,0.129776,-0.3588562,9.658585
1427705169365,1427706986800959659,0.16667175,-0.3350525,9.732376
1427705169370,1427706986805995059,0.13572693,-0.3588562,9.75618
1427705169375,1427706986811030460,0.14762878,-0.408844,9.702621
1427705169380,1427706986816065860,0.1464386,-0.40527344,9.828781
1427705169385,1427706986821192813,0.21308899,-0.36956787,9.738327
1427705169390,1427706986826136661,0.15834045,-0.39813232,9.762131
1427705169399,1427706986831172061,0.12501526,-0.4076538,9.718094
1427705169400,1427706986836207462,0.13215637,-0.39813232,9.781174
1427705169405,1427706986841273380,0.14167786,-0.37789917,9.75618
1427705169410,1427706986846278262,0.16548157,-0.3921814,9.751419
1427705169415,1427706986851313663,0.13572693,-0.42193604,9.689529
1427705169420,1427706986856471134,0.16429138,-0.4159851,9.705002
1427705169425,1427706986861353946,0.20475769,-0.37194824,9.721664
1427705169430,1427706986866419864,0.18095398,-0.38146973,9.710953
1427705169435,1427706986871485782,0.13929749,-0.37075806,9.763321
1427705169440,1427706986876490665,0.16191101,-0.41241455,9.69429
1427705169445,1427706986881526065,0.16191101,-0.43621826,9.771652
1427705169450,1427706986886561466,0.14524841,-0.3993225,9.725235
1427705169455,1427706986891596866,0.117874146,-0.42669678,9.731186
1427705169461,1427706986896754337,0.17619324,-0.37194824,9.733566
1427705169465,1427706986901667667,0.1714325,-0.45169067,9.744278
1427705169470,1427706986906703067,0.14405823,-0.3909912,9.713333
1427705169475,1427706986911738467,0.12739563,-0.37789917,9.732376
1427705169480,1427706986916773868,0.11906433,-0.38027954,9.703812
1427705169485,1427706986921809268,0.16429138,-0.38027954,9.741898
1427705169491,1427706986926966739,0.16667175,-0.35409546,9.781174
1427705169496,1427706986931910587,0.12382507,-0.35409546,9.770462
1427705169501,1427706986936945987,0.10359192,-0.4171753,9.762131
1427705169506,1427706986942042423,0.16548157,-0.41003418,9.687149
1427705169511,1427706986946986270,0.14048767,-0.37075806,9.708572
1427705169516,1427706986952021671,0.18928528,-0.33743286,9.728806
1427705169521,1427706986957057071,0.18095398,-0.41241455,9.701431
1427705169526,1427706986962092471,0.16786194,-0.3350525,9.725235
1427705169531,1427706986967127872,0.15238953,-0.36242676,9.75975
1427705169536,1427706986972193790,0.1464386,-0.39575195,9.777603
1427705169541,1427706986977168155,0.1464386,-0.30529785,9.763321
1427705169546,1427706986982264591,0.10121155,-0.4255066,9.75737
1427705169551,1427706986987269473,0.13453674,-0.41360474,9.807358
1427705169556,1427706986992304874,0.17619324,-0.37670898,9.733566
1427705169561,1427706986997340274,0.19285583,-0.40527344,9.674057
1427705169566,1427706987002375675,0.12858582,-0.3505249,9.705002
1427705169571,1427706987007441592,0.17500305,-0.38980103,9.7157135
1427705169576,1427706987012446475,0.12382507,-0.42312622,9.697861
1427705169581,1427706987017481876,0.15953064,-0.41003418,9.774033
1427705169586,1427706987022517276,0.18571472,-0.37075806,9.678818
1427705169591,1427706987027552676,0.1714325,-0.40289307,9.69548
1427705169596,1427706987032588077,0.15000916,-0.3909912,9.769272
1427705169601,1427706987037653995,0.11192322,-0.39337158,9.797836
1427705169606,1427706987042689395,0.14405823,-0.37789917,9.816879
1427705169611,1427706987047694278,0.12620544,-0.40289307,9.81926
1427705169617,1427706987052729678,0.12263489,-0.36361694,9.804977
1427705169621,1427706987057765079,0.18095398,-0.41836548,9.802597
1427705169626,1427706987062800479,0.15715027,-0.3588562,9.802597
1427705169631,1427706987067835880,0.16548157,-0.3909912,9.791885
1427705169638,1427706987072871280,0.19047546,-0.3826599,9.722855
1427705169641,1427706987077906680,0.13929749,-0.38861084,9.764511
1427705169646,1427706987082942081,0.15357971,-0.39694214,9.710953
1427705169652,1427706987087977481,0.14762878,-0.34100342,9.777603
1427705169657,1427706987093012882,0.1797638,-0.38504028,9.689529
1427705169662,1427706987098048282,0.15238953,-0.34933472,9.772842
1427705169667,1427706987103083682,0.19285583,-0.39456177,9.738327
1427705169672,1427706987108119083,0.1547699,-0.38504028,9.684769
1427705169677,1427706987113154483,0.09883118,-0.35766602,9.790695
1427705169682,1427706987118189884,0.13572693,-0.38742065,9.732376
1427705169687,1427706987123225284,0.13572693,-0.3921814,9.809738
1427705169695,1427706987128382755,0.13691711,-0.40289307,9.732376
1427705169698,1427706987133296085,0.16072083,-0.40170288,9.746658
1427705169702,1427706987138362003,0.16905212,-0.4338379,9.718094
1427705169707,1427706987143366885,0.17857361,-0.37194824,9.69548
1427705169712,1427706987148524356,0.1869049,-0.41003418,9.706192
1427705169717,1427706987153407169,0.15000916,-0.3671875,9.763321
1427705169722,1427706987158473087,0.12263489,-0.408844,9.75737
1427705169727,1427706987163539005,0.16548157,-0.38742065,9.749039
1427705169732,1427706987168543887,0.15357971,-0.41122437,9.728806
1427705169737,1427706987173579288,0.1214447,-0.34814453,9.809738
1427705169742,1427706987178706241,0.19761658,-0.37075806,9.762131
1427705169747,1427706987183619571,0.2118988,-0.34100342,9.677628
1427705169752,1427706987188685489,0.15953064,-0.39337158,9.738327
1427705169757,1427706987193720889,0.1714325,-0.4588318,9.771652
1427705169762,1427706987198786807,0.17500305,-0.43740845,9.765701
1427705169767,1427706987203761173,0.19761658,-0.40527344,9.685959
1427705169772,1427706987208857608,0.1714325,-0.42669678,9.666916
1427705169777,1427706987213831973,0.1631012,-0.37075806,9.727615
1427705169783,1427706987218928409,0.1381073,-0.37075806,9.774033
1427705169788,1427706987223994327,0.13453674,-0.38742065,9.732376
1427705169793,1427706987228999210,0.14762878,-0.37194824,9.802597
1427705169798,1427706987234034610,0.15596008,-0.36480713,9.763321
1427705169803,1427706987239070010,0.17500305,-0.37313843,9.708572
1427705169808,1427706987244074893,0.17619324,-0.34695435,9.662155
1427705169813,1427706987249140811,0.16786194,-0.32910156,9.707382
1427705169818,1427706987254176212,0.15715027,-0.34814453,9.729996
1427705169823,1427706987259150577,0.14762878,-0.3659973,9.793076
1427705169828,1427706987264216495,0.09169006,-0.41241455,9.718094
1427705169833,1427706987269312930,0.11906433,-0.41360474,9.808548
1427705169838,1427706987274378848,0.14762878,-0.34576416,9.665726
1427705169843,1427706987279383731,0.17262268,-0.40289307,9.674057
1427705169848,1427706987284327579,0.15119934,-0.41241455,9.702621
1427705169853,1427706987289393497,0.19166565,-0.41836548,9.764511
1427705169858,1427706987294459415,0.12739563,-0.3350525,9.746658
1427705169863,1427706987299494815,0.14881897,-0.40289307,9.724045
1427705169868,1427706987304530216,0.13572693,-0.3600464,9.768082
1427705169873,1427706987309565616,0.15715027,-0.41360474,9.735947
1427705169878,1427706987314570499,0.17381287,-0.4255066,9.7668915
1427705169883,1427706987319605899,0.12263489,-0.3838501,9.788315
1427705169888,1427706987324610782,0.1714325,-0.39813232,9.738327
1427705169893,1427706987329707217,0.10359192,-0.37075806,9.712143
1427705169898,1427706987334742618,0.09883118,-0.38980103,9.850204
1427705169903,1427706987339747501,0.18333435,-0.33029175,9.75975
1427705169908,1427706987344782901,0.15119934,-0.32910156,9.751419
1427705169913,1427706987349818301,0.14405823,-0.34814453,9.718094
1427705169918,1427706987354853702,0.1880951,-0.38623047,9.749039
1427705169924,1427706987359889102,0.1631012,-0.40527344,9.69072
1427705169929,1427706987364924503,0.12382507,-0.37789917,9.706192
1427705169934,1427706987369990421,0.1214447,-0.38027954,9.744278
1427705169939,1427706987374964786,0.1381073,-0.39575195,9.745468
1427705169944,1427706987380213809,0.15953064,-0.37908936,9.738327
1427705169949,1427706987385035587,0.11430359,-0.37789917,9.633591
1427705169954,1427706987390132022,0.1381073,-0.3838501,9.750229
1427705169959,1427706987395106387,0.13096619,-0.3671875,9.728806
1427705169964,1427706987400172305,0.23094177,-0.38027954,9.685959
1427705169969,1427706987405207706,0.13453674,-0.41122437,9.735947
1427705169974,1427706987410243106,0.11906433,-0.4005127,9.838303
1427705169979,1427706987415370059,0.14524841,-0.40289307,9.770462
1427705169984,1427706987420313907,0.17619324,-0.3909912,9.750229
1427705169989,1427706987425349307,0.15596008,-0.39694214,9.672867
1427705169994,1427706987430384708,0.1869049,-0.39813232,9.716904
1427705169999,1427706987435450626,0.13691711,-0.3755188,9.720474
1427705170004,1427706987440455509,0.10954285,-0.3826599,9.769272
1427705170009,1427706987445521426,0.18571472,-0.3588562,9.809738
1427705170014,1427706987450495792,0.15834045,-0.38980103,9.75975
1427705170019,1427706987455592227,0.14286804,-0.4421692,9.751419
1427705170025,1427706987460566592,0.16905212,-0.3921814,9.746658
1427705170029,1427706987465632510,0.14881897,-0.39575195,9.6835785
1427705170034,1427706987470667911,0.1797638,-0.3743286,9.787125
1427705170039,1427706987475703311,0.18333435,-0.35647583,9.682388
1427705170044,1427706987480738712,0.12739563,-0.408844,9.750229
1427705170049,1427706987485774112,0.14762878,-0.42074585,9.706192
1427705170054,1427706987490840030,0.15119934,-0.39694214,9.681198
1427705170059,1427706987495844913,0.1464386,-0.38504028,9.816879
1427705170065,1427706987500910831,0.18928528,-0.3838501,9.750229
1427705170070,1427706987505915714,0.16429138,-0.41955566,9.726425
1427705170075,1427706987510951114,0.1547699,-0.38980103,9.749039
1427705170080,1427706987515986514,0.10835266,-0.3826599,9.700241
1427705170085,1427706987521021915,0.1547699,-0.44454956,9.785934
1427705170090,1427706987526057315,0.14762878,-0.3921814,9.700241
1427705170095,1427706987531092716,0.1631012,-0.40289307,9.702621
1427705170100,1427706987536128116,0.16548157,-0.37670898,9.729996
1427705170105,1427706987541163516,0.15119934,-0.40289307,9.714523
1427705170110,1427706987546198917,0.13096619,-0.35409546,9.671677
1427705170115,1427706987551234317,0.17262268,-0.37908936,9.750229
1427705170120,1427706987556269717,0.16667175,-0.41241455,9.724045
1427705170125,1427706987561305118,0.11668396,-0.3993225,9.781174
1427705170130,1427706987566340518,0.1381073,-0.36242676,9.75618
1427705170135,1427706987571375919,0.19880676,-0.38861084,9.744278
1427705170140,1427706987576411319,0.17381287,-0.39337158,9.708572
1427705170145,1427706987581446719,0.19880676,-0.35766602,9.729996
1427705170150,1427706987586482120,0.13929749,-0.40289307,9.774033
1427705170155,1427706987591578555,0.15000916,-0.34695435,9.771652
1427705170160,1427706987596583438,0.12620544,-0.35766602,9.738327
1427705170165,1427706987601588321,0.16667175,-0.38146973,9.738327
1427705170170,1427706987606623721,0.15119934,-0.36956787,9.714523
1427705170175,1427706987611720157,0.1869049,-0.4076538,9.699051
1427705170180,1427706987616694522,0.14881897,-0.38980103,9.727615
1427705170185,1427706987621729923,0.13453674,-0.41122437,9.762131
1427705170190,1427706987626765323,0.1464386,-0.37670898,9.716904
1427705170196,1427706987631800723,0.13572693,-0.38027954,9.782364
1427705170200,1427706987636836124,0.14405823,-0.40646362,9.710953
1427705170205,1427706987641871524,0.20237732,-0.36480713,9.678818
1427705170211,1427706987646906925,0.19999695,-0.39694214,9.75856
1427705170216,1427706987652064395,0.15834045,-0.4421692,9.684769
1427705170221,1427706987656977725,0.17381287,-0.38504028,9.727615
1427705170226,1427706987662043643,0.16429138,-0.35766602,9.666916
1427705170231,1427706987667048526,0.12263489,-0.3826599,9.764511
1427705170236,1427706987672083926,0.13572693,-0.36361694,9.790695
1427705170241,1427706987677149844,0.20237732,-0.40289307,9.809738
1427705170246,1427706987682154727,0.17738342,-0.42312622,9.743088
1427705170251,1427706987687190128,0.16429138,-0.36242676,9.6645355
1427705170256,1427706987692286563,0.15238953,-0.3600464,9.676437
1427705170261,1427706987697260928,0.15357971,-0.41836548,9.751419
1427705170266,1427706987702296329,0.21070862,-0.40289307,9.706192
1427705170271,1427706987707331729,0.19761658,-0.37075806,9.712143
1427705170277,1427706987712367130,0.10835266,-0.3826599,9.685959
1427705170281,1427706987717402530,0.129776,-0.4255066,9.7157135
1427705170286,1427706987722437930,0.14286804,-0.43621826,9.787125
1427705170291,1427706987727473331,0.12025452,-0.39813232,9.699051
1427705170296,1427706987732508731,0.1547699,-0.38027954,9.688339
1427705170301,1427706987737544132,0.18571472,-0.37789917,9.656204
1427705170306,1427706987742579532,0.085739136,-0.41955566,9.734756
1427705170311,1427706987747614932,0.17857361,-0.35766602,9.722855
1427705170316,1427706987752650333,0.12382507,-0.38027954,9.745468
1427705170321,1427706987757685733,0.14762878,-0.42074585,9.729996
1427705170326,1427706987762721134,0.13572693,-0.43859863,9.770462
1427705170331,1427706987767756534,0.096450806,-0.42074585,9.708572
1427705170336,1427706987772791934,0.14048767,-0.40408325,9.744278
1427705170341,1427706987777827335,0.17381287,-0.39694214,9.729996
1427705170346,1427706987782862735,0.16429138,-0.39575195,9.797836
1427705170351,1427706987787898135,0.17262268,-0.3993225,9.769272
1427705170356,1427706987792933536,0.21070862,-0.35528564,9.724045
1427705170362,1427706987797968936,0.1797638,-0.4243164,9.807358
1427705170367,1427706987803004337,0.17619324,-0.43145752,9.796646
1427705170372,1427706987808039737,0.17738342,-0.34814453,9.776413
1427705170377,1427706987813075137,0.16191101,-0.37789917,9.681198
1427705170382,1427706987818110538,0.16548157,-0.4005127,9.689529
1427705170387,1427706987823115421,0.13215637,-0.33981323,9.796646
1427705170392,1427706987828150821,0.1547699,-0.34576416,9.708572
1427705170397,1427706987833186221,0.16905212,-0.3921814,9.745468
1427705170402,1427706987838221622,0.10954285,-0.4243164,9.718094
1427705170407,1427706987843257022,0.15357971,-0.37075806,9.731186
1427705170412,1427706987848292423,0.17738342,-0.3826599,9.804977
1427705170417,1427706987853327823,0.17024231,-0.39813232,9.669296
1427705170422,1427706987858363223,0.13453674,-0.39813232,9.765701
1427705170429,1427706987863398624,0.18571472,-0.408844,9.726425
1427705170432,1427706987868434024,0.13691711,-0.3921814,9.709763
1427705170437,1427706987873469425,0.17500305,-0.36123657,9.741898
1427705170442,1427706987878504825,0.12263489,-0.3755188,9.685959
1427705170448,1427706987883570743,0.18452454,-0.3421936,9.734756
1427705170453,1427706987888575626,0.18214417,-0.3100586,9.750229
1427705170458,1427706987893611026,0.15119934,-0.37670898,9.740707
1427705170463,1427706987898646426,0.14167786,-0.35409546,9.716904
1427705170468,1427706987903681827,0.15357971,-0.3683777,9.733566
1427705170473,1427706987908717227,0.13096619,-0.33862305,9.775223
1427705170478,1427706987913752628,0.10954285,-0.37670898,9.688339
1427705170483,1427706987918788028,0.16191101,-0.39694214,9.802597
1427705170488,1427706987923853946,0.18452454,-0.3755188,9.647873
1427705170494,1427706987928889346,0.16072083,-0.38742065,9.69429
1427705170498,1427706987933894229,0.15238953,-0.3921814,9.743088
1427705170503,1427706987938929630,0.13096619,-0.40170288,9.768082
1427705170508,1427706987943965030,0.15238953,-0.39694214,9.700241
1427705170514,1427706987949000430,0.14762878,-0.38742065,9.740707
1427705170518,1427706987954035831,0.2035675,-0.40527344,9.809738
1427705170523,1427706987959101749,0.11668396,-0.37194824,9.7478485
1427705170529,1427706987964106632,0.19880676,-0.34576416,9.734756
1427705170533,1427706987969142032,0.16072083,-0.3838501,9.7799835
1427705170538,1427706987974207950,0.14762878,-0.3755188,9.771652
1427705170543,1427706987979243350,0.15000916,-0.4076538,9.788315
1427705170548,1427706987984278751,0.12620544,-0.33743286,9.772842
1427705170553,1427706987989314151,0.14762878,-0.38146973,9.746658
1427705170558,1427706987994349551,0.13453674,-0.3659973,9.69072
1427705170563,1427706987999384952,0.15715027,-0.33267212,9.710953
1427705170568,1427706988004420352,0.15596008,-0.37075806,9.731186
1427705170573,1427706988009455753,0.16191101,-0.38861084,9.743088
1427705170578,1427706988014491153,0.18095398,-0.3993225,9.82164
1427705170583,1427706988019526553,0.23570251,-0.40527344,9.793076
1427705170588,1427706988024561954,0.1464386,-0.41241455,9.706192
1427705170593,1427706988029597354,0.17857361,-0.36361694,9.706192
1427705170598,1427706988034632755,0.16548157,-0.34814453,9.741898
1427705170603,1427706988039668155,0.21903992,-0.3600464,9.653824
1427705170608,1427706988044703555,0.17500305,-0.42193604,9.726425
1427705170613,1427706988049738956,0.15596008,-0.39456177,9.75737
1427705170619,1427706988054774356,0.13215637,-0.3909912,9.741898
1427705170623,1427706988059809757,0.11906433,-0.4159851,9.763321
1427705170628,1427706988064845157,0.15000916,-0.4076538,9.69429
1427705170633,1427706988069880557,0.19285583,-0.45407104,9.795456
1427705170639,1427706988074915958,0.16905212,-0.3659973,9.746658
1427705170644,1427706988079951358,0.14167786,-0.40408325,9.806168
1427705170649,1427706988084986759,0.1869049,-0.3433838,9.760941
1427705170654,1427706988090022159,0.14048767,-0.3683777,9.721664
1427705170659,1427706988095057559,0.17024231,-0.37789917,9.716904
1427705170664,1427706988100092960,0.12620544,-0.39575195,9.709763
1427705170669,1427706988105128360,0.117874146,-0.35528564,9.734756
1427705170674,1427706988110163760,0.1714325,-0.35290527,9.768082
1427705170680,1427706988115199161,0.13929749,-0.33029175,9.714523
