Index,Arrival_Time,Creation_Time,x,y,z
690,1398518802487,1398518802487,9.744796,-1.103945,-0.155415,
700,1398518802497,1398518802497,9.719147,-1.089357,-0.147998,
710,1398518802507,1398518802507,9.733649,-1.082004,-0.157335,
720,1398518802517,1398518802517,9.726404,-1.096742,-0.162661,
730,1398518802527,1398518802527,9.741153,-1.111330,-0.160827,
740,1398518802537,1398518802537,9.733786,-1.096653,-0.153553,
750,1398518802547,1398518802547,9.730157,-1.104027,-0.157133,
760,1398518802557,1398518802557,9.728259,-1.109623,-0.171738,
770,1398518802567,1398518802567,9.722775,-1.089361,-0.151692,
780,1398518802577,1398518802577,9.729938,-1.080220,-0.162820,
790,1398518802587,1398518802587,9.726363,-1.096774,-0.168159,
800,1398518802597,1398518802597,9.737318,-1.096731,-0.170079,
810,1398518802607,1398518802607,9.726432,-1.102254,-0.164450,
820,1398518802617,1398518802617,9.730047,-1.089357,-0.157248,
830,1398518802627,1398518802627,9.717167,-1.085795,-0.164508,
840,1398518802637,1398518802637,9.746529,-1.100321,-0.164623,
850,1398518802647,1398518802647,9.731861,-1.094892,-0.164551,
860,1398518802657,1398518802657,9.722651,-1.089456,-0.168188,
870,1398518802667,1398518802667,9.726336,-1.082039,-0.157278,
880,1398518802677,1398518802677,9.737265,-1.082018,-0.162863,
890,1398518802687,1398518802687,9.746446,-1.096696,-0.171983,
900,1398518802697,1398518802697,9.731888,-1.105937,-0.171796,
910,1398518802707,1398518802707,9.733786,-1.096653,-0.153553,
920,1398518802717,1398518802717,9.731834,-1.089380,-0.162762,
930,1398518802727,1398518802727,9.737388,-1.096677,-0.160914,
940,1398518802737,1398518802737,9.741154,-1.103952,-0.153553,
950,1398518802747,1398518802747,9.715449,-1.085719,-0.149831,
960,1398518802757,1398518802757,9.737331,-1.104098,-0.175519,
970,1398518802767,1398518802767,9.740989,-1.100391,-0.171911,
980,1398518802777,1398518802777,9.740948,-1.085667,-0.162863,
990,1398518802787,1398518802787,9.722776,-1.087516,-0.149874,
1000,1398518802797,1398518802797,9.740934,-1.089367,-0.168332,
1010,1398518802807,1398518802807,9.752095,-1.103920,-0.157305,
1020,1398518802817,1398518802817,9.719173,-1.098559,-0.153424,
1030,1398518802827,1398518802827,9.732014,-1.089242,-0.138934,
1040,1398518802837,1398518802837,9.739161,-1.096711,-0.168260,
1050,1398518802847,1398518802847,9.726460,-1.089322,-0.148055,
1060,1398518802857,1398518802857,9.730046,-1.107801,-0.175433,
1070,1398518802867,1398518802867,9.722652,-1.082079,-0.160915,
1080,1398518802877,1398518802877,9.728314,-1.102203,-0.157133,
1090,1398518802887,1398518802887,9.726321,-1.094961,-0.171840,
1100,1398518802897,1398518802897,9.733868,-1.107656,-0.153466,
1110,1398518802907,1398518802907,9.730115,-1.109593,-0.168087,
1120,1398518802917,1398518802917,9.722721,-1.078337,-0.148113,
1130,1398518802927,1398518802927,9.733746,-1.078240,-0.140868,
1140,1398518802937,1398518802937,9.741016,-1.089303,-0.157335,
1150,1398518802947,1398518802947,9.728205,-1.093065,-0.162704,
1160,1398518802957,1398518802957,9.724454,-1.071024,-0.153684,
1170,1398518802967,1398518802967,9.739228,-1.107725,-0.170006,
1180,1398518802977,1398518802977,9.744644,-1.104062,-0.175577,
1190,1398518802987,1398518802987,9.737442,-1.104013,-0.160856,
1200,1398518802997,1398518802997,9.722734,-1.089393,-0.157191,
1210,1398518803007,1398518803007,9.726391,-1.089375,-0.157220,
1220,1398518803017,1398518803017,9.732026,-1.102142,-0.149830,
1230,1398518803027,1398518803027,9.739161,-1.100400,-0.171897,
1240,1398518803037,1398518803037,9.722734,-1.083859,-0.151736,
1250,1398518803047,1398518803047,9.724589,-1.100429,-0.164450,
1260,1398518803057,1398518803057,9.722762,-1.083838,-0.148070,
1270,1398518803067,1398518803067,9.726418,-1.100420,-0.164464,
1280,1398518803077,1398518803077,9.720797,-1.080264,-0.162748,
1290,1398518803087,1398518803087,9.726432,-1.089343,-0.151721,
1300,1398518803097,1398518803097,9.726350,-1.089407,-0.162719,
1310,1398518803107,1398518803107,9.728329,-1.100347,-0.153481,
1320,1398518803117,1398518803117,9.719078,-1.089411,-0.157162,
1330,1398518803127,1398518803127,9.733607,-1.089413,-0.170108,
1340,1398518803137,1398518803137,9.740879,-1.085720,-0.172027,
1350,1398518803147,1398518803147,9.731875,-1.093037,-0.160900,
1360,1398518803157,1398518803157,9.728137,-1.085741,-0.164595,
1370,1398518803167,1398518803167,9.726528,-1.100335,-0.149801,
1380,1398518803177,1398518803177,9.741002,-1.096691,-0.166441,
1390,1398518803187,1398518803187,9.726405,-1.087520,-0.153568,
1400,1398518803197,1398518803197,9.737359,-1.102232,-0.170035,
1410,1398518803207,1398518803207,9.741140,-1.094741,-0.146294,
1420,1398518803217,1398518803217,9.737388,-1.089300,-0.153640,
1430,1398518803227,1398518803227,9.737360,-1.094854,-0.162761,
1440,1398518803237,1398518803237,9.729938,-1.089442,-0.171912,
1450,1398518803247,1398518803247,9.718996,-1.082097,-0.160886,
1460,1398518803257,1398518803257,9.737429,-1.098490,-0.157234,
1470,1398518803267,1398518803267,9.737264,-1.094929,-0.175592,
1480,1398518803277,1398518803277,9.724316,-1.074819,-0.175651,
1490,1398518803287,1398518803287,9.728109,-1.089451,-0.171898,
1500,1398518803297,1398518803297,9.722816,-1.100396,-0.157104,
1510,1398518803307,1398518803307,9.722625,-1.087633,-0.170036,
1520,1398518803317,1398518803317,9.731849,-1.081991,-0.153655,
1530,1398518803327,1398518803327,9.730061,-1.096724,-0.162689,
1540,1398518803337,1398518803337,9.739311,-1.102127,-0.153553,
1550,1398518803347,1398518803347,9.733676,-1.100427,-0.171854,
1560,1398518803357,1398518803357,9.730116,-1.098526,-0.157176,
1570,1398518803367,1398518803367,9.737250,-1.082028,-0.164696,
1580,1398518803377,1398518803377,9.730020,-1.093067,-0.164551,
1590,1398518803387,1398518803387,9.722651,-1.089456,-0.168188,
1600,1398518803397,1398518803397,9.719133,-1.089368,-0.149831,
1610,1398518803407,1398518803407,9.730157,-1.100338,-0.153496,
1620,1398518803417,1398518803417,9.730020,-1.096756,-0.168188,
1630,1398518803427,1398518803427,9.746501,-1.092965,-0.161015,
1640,1398518803437,1398518803437,9.722721,-1.089403,-0.159024,
1650,1398518803447,1398518803447,9.730103,-1.089314,-0.149917,
1660,1398518803457,1398518803457,9.737456,-1.100313,-0.155386,
1670,1398518803467,1398518803467,9.731834,-1.089380,-0.162762,
1680,1398518803477,1398518803477,9.722831,-1.098541,-0.153453,
1690,1398518803487,1398518803487,9.726392,-1.078308,-0.146309,
1700,1398518803497,1398518803497,9.733690,-1.085661,-0.155473,
1710,1398518803507,1398518803507,9.730047,-1.085668,-0.153612,
1720,1398518803517,1398518803517,9.722624,-1.089478,-0.171854,
1730,1398518803527,1398518803527,9.741153,-1.115019,-0.164464,
1740,1398518803537,1398518803537,9.744509,-1.082035,-0.172085,
1750,1398518803547,1398518803547,9.737319,-1.081975,-0.155531,
1760,1398518803557,1398518803557,9.730198,-1.098462,-0.146178,
1770,1398518803567,1398518803567,9.746474,-1.081919,-0.153770,
1780,1398518803577,1398518803577,9.737359,-1.104077,-0.171853,
1790,1398518803587,1398518803587,9.746529,-1.096632,-0.160986,
1800,1398518803597,1398518803597,9.741016,-1.100370,-0.168245,
1810,1398518803607,1398518803607,9.733840,-1.107677,-0.157132,
1820,1398518803617,1398518803617,9.711765,-1.085758,-0.153468,
1830,1398518803627,1398518803627,9.730088,-1.100392,-0.162660,
1840,1398518803637,1398518803637,9.739244,-1.096647,-0.157262,
1850,1398518803647,1398518803647,9.728206,-1.089376,-0.159067,
1860,1398518803657,1398518803657,9.737278,-1.083851,-0.162848,
1870,1398518803667,1398518803667,9.726405,-1.081986,-0.148113,
1880,1398518803677,1398518803677,9.726405,-1.085675,-0.151750,
1890,1398518803687,1398518803687,9.726418,-1.089353,-0.153554,
1900,1398518803697,1398518803697,9.726295,-1.078382,-0.159140,
1910,1398518803707,1398518803707,9.724494,-1.085748,-0.162733,
1920,1398518803717,1398518803717,9.724425,-1.078423,-0.164624,
1930,1398518803727,1398518803727,9.726377,-1.087541,-0.157234,
1940,1398518803737,1398518803737,9.730020,-1.089378,-0.160914,
1950,1398518803747,1398518803747,9.733703,-1.100406,-0.168188,
1960,1398518803757,1398518803757,9.728109,-1.082073,-0.164624,
1970,1398518803767,1398518803767,9.731766,-1.089433,-0.171926,
1980,1398518803777,1398518803777,9.730212,-1.103985,-0.149801,
1990,1398518803787,1398518803787,9.733539,-1.082089,-0.171999,
2000,1398518803797,1398518803797,9.730198,-1.103995,-0.151634,
2010,1398518803807,1398518803807,9.741015,-1.104059,-0.171882,
2020,1398518803817,1398518803817,9.726446,-1.089332,-0.149888,
2030,1398518803827,1398518803827,9.741099,-1.089239,-0.146337,
2040,1398518803837,1398518803837,9.741044,-1.089282,-0.153669,
2050,1398518803847,1398518803847,9.737223,-1.085738,-0.171998,
2060,1398518803857,1398518803857,9.730115,-1.104059,-0.162631,
2070,1398518803867,1398518803867,9.733758,-1.100363,-0.160856,
2080,1398518803877,1398518803877,9.748275,-1.089310,-0.164724,
2090,1398518803887,1398518803887,9.748289,-1.074543,-0.148344,
2100,1398518803897,1398518803897,9.740962,-1.085657,-0.161030,
2110,1398518803907,1398518803907,9.737373,-1.098532,-0.164565,
2120,1398518803917,1398518803917,9.731985,-1.096641,-0.149873,
2130,1398518803927,1398518803927,9.730185,-1.098473,-0.148011,
2140,1398518803937,1398518803937,9.726446,-1.081954,-0.142614,
2150,1398518803947,1398518803947,9.728260,-1.094867,-0.157191,
2160,1398518803957,1398518803957,9.724507,-1.096804,-0.171811,
2170,1398518803967,1398518803967,9.741126,-1.096596,-0.149945,
2180,1398518803977,1398518803977,9.730102,-1.104070,-0.164464,
2190,1398518803987,1398518803987,9.733731,-1.089318,-0.153611,
2200,1398518803997,1398518803997,9.724576,-1.096751,-0.162646,
2210,1398518804007,1398518804007,9.717291,-1.098610,-0.160741,
2220,1398518804017,1398518804017,9.750295,-1.100218,-0.149988,
2230,1398518804027,1398518804027,9.722598,-1.074743,-0.160973,
2240,1398518804037,1398518804037,9.717222,-1.085752,-0.157177,
2250,1398518804047,1398518804047,9.722748,-1.089382,-0.155358,
2260,1398518804057,1398518804057,9.737442,-1.100324,-0.157219,
2270,1398518804067,1398518804067,9.733622,-1.089403,-0.168275,
2280,1398518804077,1398518804077,9.739298,-1.107671,-0.160841,
2290,1398518804087,1398518804087,9.720934,-1.089380,-0.153511,
2300,1398518804097,1398518804097,9.731820,-1.089390,-0.164595,
2310,1398518804107,1398518804107,9.740906,-1.096766,-0.179272,
2320,1398518804117,1398518804117,9.740907,-1.089388,-0.171998,
2330,1398518804127,1398518804127,9.719077,-1.096788,-0.164436,
2340,1398518804137,1398518804137,9.726390,-1.100441,-0.168130,
2350,1398518804147,1398518804147,9.726404,-1.096742,-0.162661,
2360,1398518804157,1398518804157,9.720810,-1.082098,-0.162733,
2370,1398518804167,1398518804167,9.730157,-1.100338,-0.153496,
2380,1398518804177,1398518804177,9.731848,-1.096747,-0.168202,
2390,1398518804187,1398518804187,9.733758,-1.104052,-0.164493,
2400,1398518804197,1398518804197,9.733772,-1.089286,-0.148113,
2410,1398518804207,1398518804207,9.730047,-1.089357,-0.157248,
2420,1398518804217,1398518804217,9.722679,-1.089435,-0.164523,
2430,1398518804227,1398518804227,9.733758,-1.100363,-0.160856,
2440,1398518804237,1398518804237,9.730185,-1.100317,-0.149830,
2450,1398518804247,1398518804247,9.730102,-1.100381,-0.160827,
2460,1398518804257,1398518804257,9.722776,-1.080139,-0.142600,
2470,1398518804267,1398518804267,9.731958,-1.089284,-0.146265,
2480,1398518804277,1398518804277,9.737429,-1.104023,-0.162689,
2490,1398518804287,1398518804287,9.724481,-1.085759,-0.164566,
2500,1398518804297,1398518804297,9.739120,-1.094898,-0.171940,
2510,1398518804307,1398518804307,9.737401,-1.098511,-0.160899,
2520,1398518804317,1398518804317,9.733689,-1.096727,-0.166384,
2530,1398518804327,1398518804327,9.739201,-1.109590,-0.175490,
2540,1398518804337,1398518804337,9.719188,-1.100392,-0.153409,
2550,1398518804347,1398518804347,9.722816,-1.104084,-0.160741,
2560,1398518804357,1398518804357,9.739134,-1.089354,-0.164652,
2570,1398518804367,1398518804367,9.731792,-1.102323,-0.180989,
2580,1398518804377,1398518804377,9.746419,-1.081962,-0.161102,
2590,1398518804387,1398518804387,9.744521,-1.089402,-0.177526,
2600,1398518804397,1398518804397,9.730129,-1.100360,-0.157162,
2610,1398518804407,1398518804407,9.730062,-1.087502,-0.153597,
2620,1398518804417,1398518804417,9.722721,-1.085714,-0.155387,
2630,1398518804427,1398518804427,9.719024,-1.082075,-0.157220,
2640,1398518804437,1398518804437,9.741016,-1.096681,-0.164609,
2650,1398518804447,1398518804447,9.737414,-1.100345,-0.160885,
2660,1398518804457,1398518804457,9.737307,-1.074608,-0.150090,
2670,1398518804467,1398518804467,9.741085,-1.104005,-0.162718,
2680,1398518804477,1398518804477,9.746390,-1.100428,-0.182952,
2690,1398518804487,1398518804487,9.740879,-1.085720,-0.172027,
2700,1398518804497,1398518804497,9.740989,-1.100391,-0.171911,
2710,1398518804507,1398518804507,9.726418,-1.098576,-0.162646,
2720,1398518804517,1398518804517,9.742885,-1.109551,-0.171853,
2730,1398518804527,1398518804527,9.741113,-1.102140,-0.157233,
2740,1398518804537,1398518804537,9.729979,-1.094943,-0.171868,
2750,1398518804547,1398518804547,9.731985,-1.102174,-0.155328,
2760,1398518804557,1398518804557,9.722734,-1.085704,-0.153554,
2770,1398518804567,1398518804567,9.731834,-1.089380,-0.162762,
2780,1398518804577,1398518804577,9.726460,-1.096699,-0.155329,
2790,1398518804587,1398518804587,9.726405,-1.087520,-0.153568,
2800,1398518804597,1398518804597,9.733745,-1.098529,-0.160871,
2810,1398518804607,1398518804607,9.715586,-1.104057,-0.149686,
2820,1398518804617,1398518804617,9.724466,-1.089458,-0.170036,
2830,1398518804627,1398518804627,9.737442,-1.096635,-0.153582,
2840,1398518804637,1398518804637,9.737401,-1.094822,-0.157263,
2850,1398518804647,1398518804647,9.737552,-1.114994,-0.157103,
2860,1398518804657,1398518804657,9.733662,-1.105971,-0.179142,
2870,1398518804667,1398518804667,9.737360,-1.089321,-0.157306,
2880,1398518804677,1398518804677,9.726404,-1.096742,-0.162661,
2890,1398518804687,1398518804687,9.741139,-1.103963,-0.155386,
2900,1398518804697,1398518804697,9.733758,-1.107741,-0.168130,
2910,1398518804707,1398518804707,9.730074,-1.107780,-0.171767,
2920,1398518804717,1398518804717,9.722776,-1.087516,-0.149874,
2930,1398518804727,1398518804727,9.728397,-1.098450,-0.142498,
2940,1398518804737,1398518804737,9.737442,-1.096635,-0.153582,
2950,1398518804747,1398518804747,9.731944,-1.100361,-0.159009,
2960,1398518804757,1398518804757,9.719133,-1.089368,-0.149831,
2970,1398518804767,1398518804767,9.731902,-1.104082,-0.168144,
2980,1398518804777,1398518804777,9.737400,-1.107733,-0.169992,
2990,1398518804787,1398518804787,9.737332,-1.100409,-0.171882,
3000,1398518804797,1398518804797,9.737333,-1.081964,-0.153698,
3010,1398518804807,1398518804807,9.729963,-1.107865,-0.186430,
3020,1398518804817,1398518804817,9.731957,-1.100351,-0.157176,
3030,1398518804827,1398518804827,9.719065,-1.089421,-0.158995,
3040,1398518804837,1398518804837,9.733690,-1.087505,-0.157292,
3050,1398518804847,1398518804847,9.722816,-1.096707,-0.153467,
3060,1398518804857,1398518804857,9.737373,-1.102221,-0.168202,
3070,1398518804867,1398518804867,9.731807,-1.087556,-0.164609,
3080,1398518804877,1398518804877,9.726363,-1.085707,-0.157249,
3090,1398518804887,1398518804887,9.741098,-1.100306,-0.157248,
3100,1398518804897,1398518804897,9.717264,-1.083876,-0.149860,
3110,1398518804907,1398518804907,9.726446,-1.089332,-0.149888,
3120,1398518804917,1398518804917,9.733772,-1.089286,-0.148113,
3130,1398518804927,1398518804927,9.726486,-1.100367,-0.155300,
3140,1398518804937,1398518804937,9.737401,-1.098511,-0.160899,
3150,1398518804947,1398518804947,9.733771,-1.104041,-0.162660,
3160,1398518804957,1398518804957,9.730047,-1.094890,-0.162704,
3170,1398518804967,1398518804967,9.737414,-1.098501,-0.159066,
3180,1398518804977,1398518804977,9.722734,-1.094926,-0.162646,
3190,1398518804987,1398518804987,9.737497,-1.107659,-0.157161,
3200,1398518804997,1398518804997,9.724549,-1.087550,-0.157220,
3210,1398518805007,1398518805007,9.726322,-1.080206,-0.157292,
3220,1398518805017,1398518805017,9.728273,-1.100390,-0.160813,
3230,1398518805027,1398518805027,9.737333,-1.085653,-0.157335,
3240,1398518805037,1398518805037,9.730021,-1.082000,-0.153641,
3250,1398518805047,1398518805047,9.722775,-1.094894,-0.157147,
3260,1398518805057,1398518805057,9.729992,-1.100466,-0.175491,
3270,1398518805067,1398518805067,9.726391,-1.089375,-0.157220,
3280,1398518805077,1398518805077,9.731862,-1.081981,-0.151822,
3290,1398518805087,1398518805087,9.740989,-1.100391,-0.171911,
3300,1398518805097,1398518805097,9.737442,-1.102168,-0.159037,
3310,1398518805107,1398518805107,9.733854,-1.109511,-0.157118,
3320,1398518805117,1398518805117,9.740989,-1.100391,-0.171911,
3330,1398518805127,1398518805127,9.739201,-1.109590,-0.175490,
3340,1398518805137,1398518805137,9.720782,-1.089497,-0.173673,
3350,1398518805147,1398518805147,9.737525,-1.102104,-0.148040,
3360,1398518805157,1398518805157,9.726460,-1.098544,-0.157147,
3370,1398518805167,1398518805167,9.726583,-1.103981,-0.146106,
3380,1398518805177,1398518805177,9.722803,-1.089339,-0.148026,
3390,1398518805187,1398518805187,9.730061,-1.102257,-0.168145,
3400,1398518805197,1398518805197,9.730061,-1.096724,-0.162689,
3410,1398518805207,1398518805207,9.733690,-1.087505,-0.157292,
3420,1398518805217,1398518805217,9.737442,-1.096635,-0.153582,
3430,1398518805227,1398518805227,9.726501,-1.096668,-0.149830,
3440,1398518805237,1398518805237,9.722693,-1.087580,-0.160871,
3450,1398518805247,1398518805247,9.719188,-1.100392,-0.153409,
3460,1398518805257,1398518805257,9.748480,-1.113128,-0.160870,
3470,1398518805267,1398518805267,9.739202,-1.096679,-0.162761,
3480,1398518805277,1398518805277,9.733704,-1.089339,-0.157277,
3490,1398518805287,1398518805287,9.726405,-1.087520,-0.153568,
3500,1398518805297,1398518805297,9.730129,-1.104049,-0.160798,
3510,1398518805307,1398518805307,9.730006,-1.089389,-0.162747,
3520,1398518805317,1398518805317,9.744823,-1.109457,-0.157204,
3530,1398518805327,1398518805327,9.722597,-1.082121,-0.168246,
3540,1398518805337,1398518805337,9.729992,-1.096777,-0.171854,
3550,1398518805347,1398518805347,9.726322,-1.080206,-0.157292,
3560,1398518805357,1398518805357,9.722816,-1.096707,-0.153467,
3570,1398518805367,1398518805367,9.726309,-1.085750,-0.164580,
3580,1398518805377,1398518805377,9.744673,-1.100352,-0.168274,
3590,1398518805387,1398518805387,9.733841,-1.096610,-0.146222,
3600,1398518805397,1398518805397,9.741045,-1.085593,-0.150032,
3610,1398518805407,1398518805407,9.733622,-1.089403,-0.168275,
3620,1398518805417,1398518805417,9.720947,-1.089370,-0.151678,
3630,1398518805427,1398518805427,9.742830,-1.102216,-0.171911,
3640,1398518805437,1398518805437,9.722761,-1.107816,-0.171709,
3650,1398518805447,1398518805447,9.726473,-1.100378,-0.157133,
3660,1398518805457,1398518805457,9.722667,-1.074690,-0.151808,
3670,1398518805467,1398518805467,9.726390,-1.104130,-0.171767,
3680,1398518805477,1398518805477,9.718954,-1.087662,-0.171840,
3690,1398518805487,1398518805487,9.728247,-1.096722,-0.160842,
3700,1398518805497,1398518805497,9.729923,-1.085764,-0.170108,
3710,1398518805507,1398518805507,9.722817,-1.085640,-0.142557,
3720,1398518805517,1398518805517,9.730185,-1.096628,-0.146193,
3730,1398518805527,1398518805527,9.733786,-1.104031,-0.160827,
3740,1398518805537,1398518805537,9.744686,-1.104030,-0.170078,
3750,1398518805547,1398518805547,9.746446,-1.104074,-0.179257,
3760,1398518805557,1398518805557,9.733703,-1.100406,-0.168188,
3770,1398518805567,1398518805567,9.741153,-1.120552,-0.169919,
3780,1398518805577,1398518805577,9.731833,-1.096758,-0.170035,
3790,1398518805587,1398518805587,9.737443,-1.089257,-0.146308,
3800,1398518805597,1398518805597,9.726569,-1.102148,-0.146121,
3810,1398518805607,1398518805607,9.728425,-1.102117,-0.142469,
3820,1398518805617,1398518805617,9.726404,-1.094898,-0.160842,
3830,1398518805627,1398518805627,9.722749,-1.085693,-0.151721,
3840,1398518805637,1398518805637,9.722680,-1.082057,-0.157249,
3850,1398518805647,1398518805647,9.722734,-1.085704,-0.153554,
3860,1398518805657,1398518805657,9.724589,-1.104118,-0.168087,
3870,1398518805667,1398518805667,9.730047,-1.089357,-0.157248,
3880,1398518805677,1398518805677,9.731890,-1.089337,-0.155430,
3890,1398518805687,1398518805687,9.737429,-1.096645,-0.155415,
3900,1398518805697,1398518805697,9.728177,-1.096775,-0.170007,
3910,1398518805707,1398518805707,9.724768,-1.115047,-0.155169,
3920,1398518805717,1398518805717,9.728178,-1.089398,-0.162733,
3930,1398518805727,1398518805727,9.726556,-1.100314,-0.146135,
3940,1398518805737,1398518805737,9.719079,-1.080188,-0.148070,
3950,1398518805747,1398518805747,9.722734,-1.096771,-0.164465,
3960,1398518805757,1398518805757,9.717305,-1.081999,-0.142542,
3970,1398518805767,1398518805767,9.722679,-1.089435,-0.164523,
3980,1398518805777,1398518805777,9.724522,-1.082038,-0.155430,
3990,1398518805787,1398518805787,9.737525,-1.103949,-0.149858,
4000,1398518805797,1398518805797,9.737360,-1.093010,-0.160943,
4010,1398518805807,1398518805807,9.728219,-1.096744,-0.164508,
4020,1398518805817,1398518805817,9.730075,-1.096713,-0.160856,
4030,1398518805827,1398518805827,9.728315,-1.098514,-0.153496,
4040,1398518805837,1398518805837,9.724645,-1.096698,-0.153482,
4050,1398518805847,1398518805847,9.726350,-1.087562,-0.160900,
4060,1398518805857,1398518805857,9.746514,-1.105865,-0.171911,
4070,1398518805867,1398518805867,9.737236,-1.094950,-0.179258,
4080,1398518805877,1398518805877,9.726418,-1.096731,-0.160828,
4090,1398518805887,1398518805887,9.737278,-1.082007,-0.161030,
4100,1398518805897,1398518805897,9.739106,-1.085687,-0.164681,
4110,1398518805907,1398518805907,9.715490,-1.096753,-0.155243,
4120,1398518805917,1398518805917,9.731820,-1.096768,-0.171868,
4130,1398518805927,1398518805927,9.733717,-1.104084,-0.169992,
4140,1398518805937,1398518805937,9.728247,-1.089345,-0.153568,
4150,1398518805947,1398518805947,9.733813,-1.094787,-0.148069,
4160,1398518805957,1398518805957,9.733772,-1.096663,-0.155386,
4170,1398518805967,1398518805967,9.726281,-1.082082,-0.164609,
4180,1398518805977,1398518805977,9.718982,-1.089485,-0.169993,
4190,1398518805987,1398518805987,9.726501,-1.089290,-0.142556,
4200,1398518805997,1398518805997,9.733704,-1.096717,-0.164551,
4210,1398518806007,1398518806007,9.728149,-1.096797,-0.173672,
4220,1398518806017,1398518806017,9.731903,-1.089327,-0.153597,
4230,1398518806027,1398518806027,9.733704,-1.085650,-0.153640,
4240,1398518806037,1398518806037,9.741030,-1.104048,-0.170049,
