Index,Arrival_Time,Creation_Time,x,y,z
1530,1398520039785,1398520039785,-0.223459,-0.168873,-9.899301,
1540,1398520039795,1398520039795,-0.230745,-0.165199,-9.891940,
1550,1398520039805,1398520039805,-0.236174,-0.165183,-9.884565,
1560,1398520039815,1398520039815,-0.214236,-0.179832,-9.899285,
1570,1398520039825,1398520039825,-0.225315,-0.165215,-9.899316,
1580,1398520039835,1398520039835,-0.238071,-0.157868,-9.886442,
1590,1398520039845,1398520039845,-0.228916,-0.161501,-9.888318,
1600,1398520039855,1398520039855,-0.225219,-0.174363,-9.895577,
1610,1398520039865,1398520039865,-0.225245,-0.152250,-9.877421,
1620,1398520039875,1398520039875,-0.225233,-0.172529,-9.895592,
1630,1398520039885,1398520039885,-0.228889,-0.165169,-9.888288,
1640,1398520039895,1398520039895,-0.223460,-0.176251,-9.906574,
1650,1398520039905,1398520039905,-0.238016,-0.159670,-9.880929,
1660,1398520039915,1398520039915,-0.236298,-0.159746,-9.895607,
1670,1398520039925,1398520039925,-0.236202,-0.172583,-9.895505,
1680,1398520039935,1398520039935,-0.240023,-0.157972,-9.902925,
1690,1398520039945,1398520039945,-0.225261,-0.176239,-9.902894,
1700,1398520039955,1398520039955,-0.240023,-0.161661,-9.906561,
1710,1398520039965,1398520039965,-0.221645,-0.172564,-9.904785,
1720,1398520039975,1398520039975,-0.221686,-0.168907,-9.906647,
1730,1398520039985,1398520039985,-0.236284,-0.161580,-9.895593,
1740,1398520039995,1398520039995,-0.214291,-0.179874,-9.906617,
1750,1398520040005,1398520040005,-0.228875,-0.159625,-9.881001,
1760,1398520040015,1398520040015,-0.232559,-0.163353,-9.888275,
1770,1398520040025,1398520040025,-0.216133,-0.174360,-9.902981,
1780,1398520040035,1398520040035,-0.225370,-0.165257,-9.906647,
1790,1398520040045,1398520040045,-0.216147,-0.172526,-9.902995,
1800,1398520040055,1398520040055,-0.216119,-0.165127,-9.892056,
1810,1398520040065,1398520040065,-0.221659,-0.172575,-9.906618,
1820,1398520040075,1398520040075,-0.230745,-0.172577,-9.899215,
1830,1398520040085,1398520040085,-0.225232,-0.165151,-9.888318,
1840,1398520040095,1398520040095,-0.239913,-0.157887,-9.888261,
1850,1398520040105,1398520040105,-0.217947,-0.161447,-9.888404,
1860,1398520040115,1398520040115,-0.225122,-0.168755,-9.877291,
1870,1398520040125,1398520040125,-0.239940,-0.150531,-9.884653,
1880,1398520040135,1398520040135,-0.232627,-0.157873,-9.891984,
1890,1398520040145,1398520040145,-0.240092,-0.154337,-9.908452,
1900,1398520040155,1398520040155,-0.232641,-0.157883,-9.893817,
1910,1398520040165,1398520040165,-0.227143,-0.165224,-9.899301,
1920,1398520040175,1398520040175,-0.241714,-0.159720,-9.886399,
1930,1398520040185,1398520040185,-0.232573,-0.168897,-9.895563,
1940,1398520040195,1398520040195,-0.223350,-0.179855,-9.895548,
1950,1398520040205,1398520040205,-0.221604,-0.168843,-9.895649,
1960,1398520040215,1398520040215,-0.232532,-0.174399,-9.895519,
1970,1398520040225,1398520040225,-0.236202,-0.165205,-9.888231,
1980,1398520040235,1398520040235,-0.228848,-0.176204,-9.893701,
1990,1398520040245,1398520040245,-0.221604,-0.179910,-9.906560,
2000,1398520040255,1398520040255,-0.217768,-0.174220,-9.877305,
2010,1398520040265,1398520040265,-0.217892,-0.174316,-9.893802,
2020,1398520040275,1398520040275,-0.232517,-0.157788,-9.877320,
2030,1398520040285,1398520040285,-0.236174,-0.165183,-9.884565,
2040,1398520040295,1398520040295,-0.232573,-0.172586,-9.899199,
2050,1398520040305,1398520040305,-0.216023,-0.179809,-9.893772,
2060,1398520040315,1398520040315,-0.230827,-0.161574,-9.899302,
2070,1398520040325,1398520040325,-0.241824,-0.161649,-9.902881,
2080,1398520040335,1398520040335,-0.236215,-0.163371,-9.888246,
2090,1398520040345,1398520040345,-0.236092,-0.176187,-9.884479,
2100,1398520040355,1398520040355,-0.228834,-0.168815,-9.884594,
2110,1398520040365,1398520040365,-0.221604,-0.172532,-9.899286,
2120,1398520040375,1398520040375,-0.230745,-0.172577,-9.899215,
2130,1398520040385,1398520040385,-0.241865,-0.161681,-9.908380,
2140,1398520040395,1398520040395,-0.230827,-0.161574,-9.899302,
2150,1398520040405,1398520040405,-0.236243,-0.165237,-9.893730,
2160,1398520040415,1398520040415,-0.218030,-0.168889,-9.906675,
2170,1398520040425,1398520040425,-0.232655,-0.157894,-9.895650,
2180,1398520040435,1398520040435,-0.228945,-0.176278,-9.906531,
2190,1398520040445,1398520040445,-0.221632,-0.176242,-9.906589,
2200,1398520040455,1398520040455,-0.210552,-0.183481,-9.899285,
2210,1398520040465,1398520040465,-0.221425,-0.181616,-9.884550,
2220,1398520040475,1398520040475,-0.238043,-0.159691,-9.884595,
2230,1398520040485,1398520040485,-0.239803,-0.161491,-9.877234,
2240,1398520040495,1398520040495,-0.236175,-0.174406,-9.893658,
2250,1398520040505,1398520040505,-0.229012,-0.154198,-9.893875,
2260,1398520040515,1398520040515,-0.240037,-0.152450,-9.899302,
2270,1398520040525,1398520040525,-0.228902,-0.161491,-9.886485,
2280,1398520040535,1398520040535,-0.225425,-0.165300,-9.913979,
2290,1398520040545,1398520040545,-0.223446,-0.172552,-9.901105,
2300,1398520040555,1398520040555,-0.221632,-0.176242,-9.906589,
2310,1398520040565,1398520040565,-0.223322,-0.168767,-9.880971,
2320,1398520040575,1398520040575,-0.225314,-0.157837,-9.892041,
2330,1398520040585,1398520040585,-0.232628,-0.161562,-9.895621,
2340,1398520040595,1398520040595,-0.225246,-0.167006,-9.891969,
2350,1398520040605,1398520040605,-0.212408,-0.181667,-9.901118,
2360,1398520040615,1398520040615,-0.230745,-0.172577,-9.899215,
2370,1398520040625,1398520040625,-0.228929,-0.150445,-9.879240,
2380,1398520040635,1398520040635,-0.230800,-0.172619,-9.906546,
2390,1398520040645,1398520040645,-0.232600,-0.165229,-9.895592,
2400,1398520040655,1398520040655,-0.217892,-0.168783,-9.888347,
2410,1398520040665,1398520040665,-0.228820,-0.172494,-9.886398,
2420,1398520040675,1398520040675,-0.210648,-0.176178,-9.904842,
2430,1398520040685,1398520040685,-0.229026,-0.161586,-9.902982,
2440,1398520040695,1398520040695,-0.228943,-0.155989,-9.886529,
2450,1398520040705,1398520040705,-0.228835,-0.179882,-9.895505,
2460,1398520040715,1398520040715,-0.225206,-0.181730,-9.901018,
2470,1398520040725,1398520040725,-0.236367,-0.161643,-9.906590,
2480,1398520040735,1398520040735,-0.236394,-0.157976,-9.906619,
2490,1398520040745,1398520040745,-0.230828,-0.176330,-9.913849,
2500,1398520040755,1398520040755,-0.238140,-0.157921,-9.895607,
2510,1398520040765,1398520040765,-0.221577,-0.176200,-9.899258,
2520,1398520040775,1398520040775,-0.228903,-0.167024,-9.891940,
2530,1398520040785,1398520040785,-0.228889,-0.168858,-9.891926,
2540,1398520040795,1398520040795,-0.239858,-0.163378,-9.886384,
2550,1398520040805,1398520040805,-0.232545,-0.157809,-9.880986,
2560,1398520040815,1398520040815,-0.232463,-0.168812,-9.880899,
2570,1398520040825,1398520040825,-0.225329,-0.161536,-9.897511,
2580,1398520040835,1398520040835,-0.216161,-0.174382,-9.906647,
2590,1398520040845,1398520040845,-0.228875,-0.167003,-9.888274,
2600,1398520040855,1398520040855,-0.232710,-0.148714,-9.893889,
2610,1398520040865,1398520040865,-0.225219,-0.166985,-9.888303,
2620,1398520040875,1398520040875,-0.223515,-0.168916,-9.906632,
2630,1398520040885,1398520040885,-0.232573,-0.172586,-9.899199,
2640,1398520040895,1398520040895,-0.227089,-0.176248,-9.902880,
2650,1398520040905,1398520040905,-0.228848,-0.166981,-9.884608,
2660,1398520040915,1398520040915,-0.217934,-0.176192,-9.901119,
2670,1398520040925,1398520040925,-0.225246,-0.161473,-9.886514,
2680,1398520040935,1398520040935,-0.240009,-0.157962,-9.901092,
2690,1398520040945,1398520040945,-0.236243,-0.157859,-9.886456,
2700,1398520040955,1398520040955,-0.225122,-0.168755,-9.877291,
2710,1398520040965,1398520040965,-0.232490,-0.168833,-9.884565,
2720,1398520040975,1398520040975,-0.217865,-0.177984,-9.893773,
2730,1398520040985,1398520040985,-0.214304,-0.165129,-9.893903,
2740,1398520040995,1398520040995,-0.223419,-0.179908,-9.904713,
2750,1398520041005,1398520041005,-0.236133,-0.165152,-9.879066,
2760,1398520041015,1398520041015,-0.210553,-0.187170,-9.902923,
2770,1398520041025,1398520041025,-0.223445,-0.165174,-9.893831,
2780,1398520041035,1398520041035,-0.217865,-0.179828,-9.895591,
2790,1398520041045,1398520041045,-0.239968,-0.161619,-9.899229,
2800,1398520041055,1398520041055,-0.232559,-0.159664,-9.884638,
2810,1398520041065,1398520041065,-0.229026,-0.161586,-9.902982,
2820,1398520041075,1398520041075,-0.223377,-0.174343,-9.893759,
2830,1398520041085,1398520041085,-0.228999,-0.161565,-9.899316,
2840,1398520041095,1398520041095,-0.221617,-0.165165,-9.893846,
2850,1398520041105,1398520041105,-0.221438,-0.172405,-9.877291,
2860,1398520041115,1398520041115,-0.218002,-0.157801,-9.892099,
2870,1398520041125,1398520041125,-0.230785,-0.156009,-9.888347,
2880,1398520041135,1398520041135,-0.236353,-0.156099,-9.899302,
2890,1398520041145,1398520041145,-0.232628,-0.167095,-9.901076,
2900,1398520041155,1398520041155,-0.232463,-0.172501,-9.884537,
2910,1398520041165,1398520041165,-0.232545,-0.165187,-9.888260,
2920,1398520041175,1398520041175,-0.243556,-0.157895,-9.886399,
2930,1398520041185,1398520041185,-0.239830,-0.161513,-9.880899,
2940,1398520041195,1398520041195,-0.232531,-0.163332,-9.884609,
2950,1398520041205,1398520041205,-0.225177,-0.168797,-9.884623,
2960,1398520041215,1398520041215,-0.236257,-0.165247,-9.895563,
2970,1398520041225,1398520041225,-0.225164,-0.179854,-9.893701,
2980,1398520041235,1398520041235,-0.239887,-0.176311,-9.902780,
2990,1398520041245,1398520041245,-0.229026,-0.161586,-9.902982,
3000,1398520041255,1398520041255,-0.225136,-0.172454,-9.882761,
3010,1398520041265,1398520041265,-0.225287,-0.161504,-9.892013,
3020,1398520041275,1398520041275,-0.214291,-0.172496,-9.899343,
3030,1398520041285,1398520041285,-0.228889,-0.165169,-9.888288,
3040,1398520041295,1398520041295,-0.238030,-0.172592,-9.895491,
3050,1398520041305,1398520041305,-0.221549,-0.172490,-9.891954,
3060,1398520041315,1398520041315,-0.243364,-0.174346,-9.877104,
3070,1398520041325,1398520041325,-0.225274,-0.174405,-9.902909,
3080,1398520041335,1398520041335,-0.228806,-0.166950,-9.879109,
3090,1398520041345,1398520041345,-0.239982,-0.154252,-9.893788,
3100,1398520041355,1398520041355,-0.225246,-0.161473,-9.886514,
3110,1398520041365,1398520041365,-0.221659,-0.172575,-9.906618,
3120,1398520041375,1398520041375,-0.228889,-0.168858,-9.891926,
3130,1398520041385,1398520041385,-0.228985,-0.165243,-9.901119,
3140,1398520041395,1398520041395,-0.218029,-0.161511,-9.899402,
3150,1398520041405,1398520041405,-0.210552,-0.174259,-9.890193,
3160,1398520041415,1398520041415,-0.228889,-0.161480,-9.884652,
3170,1398520041425,1398520041425,-0.216147,-0.172526,-9.902995,
3180,1398520041435,1398520041435,-0.236215,-0.161526,-9.886428,
3190,1398520041445,1398520041445,-0.228916,-0.159657,-9.886499,
3200,1398520041455,1398520041455,-0.232600,-0.165229,-9.895592,
3210,1398520041465,1398520041465,-0.232573,-0.165208,-9.891926,
3220,1398520041475,1398520041475,-0.236174,-0.161495,-9.880929,
3230,1398520041485,1398520041485,-0.243514,-0.154174,-9.877263,
3240,1398520041495,1398520041495,-0.232518,-0.165166,-9.884594,
3250,1398520041505,1398520041505,-0.243652,-0.159814,-9.901048,
3260,1398520041515,1398520041515,-0.225315,-0.168904,-9.902952,
3270,1398520041525,1398520041525,-0.221604,-0.176221,-9.902924,
3280,1398520041535,1398520041535,-0.228971,-0.161544,-9.895650,
3290,1398520041545,1398520041545,-0.223569,-0.165269,-9.910328,
3300,1398520041555,1398520041555,-0.238126,-0.157910,-9.893774,
3310,1398520041565,1398520041565,-0.236215,-0.154149,-9.879153,
3320,1398520041575,1398520041575,-0.225205,-0.165130,-9.884652,
3330,1398520041585,1398520041585,-0.232518,-0.176232,-9.895505,
3340,1398520041595,1398520041595,-0.219762,-0.181735,-9.906560,
3350,1398520041605,1398520041605,-0.236202,-0.172583,-9.895505,
3360,1398520041615,1398520041615,-0.236313,-0.172668,-9.910169,
3370,1398520041625,1398520041625,-0.236230,-0.176293,-9.902808,
3380,1398520041635,1398520041635,-0.238112,-0.154211,-9.888304,
3390,1398520041645,1398520041645,-0.228807,-0.176172,-9.888202,
3400,1398520041655,1398520041655,-0.219694,-0.183526,-9.899214,
3410,1398520041665,1398520041665,-0.243542,-0.159729,-9.886384,
3420,1398520041675,1398520041675,-0.225260,-0.174395,-9.901076,
3430,1398520041685,1398520041685,-0.236257,-0.167092,-9.897382,
3440,1398520041695,1398520041695,-0.230772,-0.161531,-9.891970,
3450,1398520041705,1398520041705,-0.236270,-0.154191,-9.886485,
3460,1398520041715,1398520041715,-0.230772,-0.165220,-9.895606,
3470,1398520041725,1398520041725,-0.214318,-0.170673,-9.901191,
3480,1398520041735,1398520041735,-0.223446,-0.172552,-9.901105,
3490,1398520041745,1398520041745,-0.236339,-0.159778,-9.901106,
3500,1398520041755,1398520041755,-0.232600,-0.165229,-9.895592,
3510,1398520041765,1398520041765,-0.241686,-0.161543,-9.884551,
3520,1398520041775,1398520041775,-0.223378,-0.183565,-9.902851,
3530,1398520041785,1398520041785,-0.241549,-0.172503,-9.877132,
3540,1398520041795,1398520041795,-0.221508,-0.177991,-9.891911,
3550,1398520041805,1398520041805,-0.217920,-0.172493,-9.895649,
3560,1398520041815,1398520041815,-0.223459,-0.167029,-9.897482,
3570,1398520041825,1398520041825,-0.218003,-0.172557,-9.906647,
3580,1398520041835,1398520041835,-0.228944,-0.168900,-9.899258,
3590,1398520041845,1398520041845,-0.228943,-0.157833,-9.888347,
3600,1398520041855,1398520041855,-0.225329,-0.170759,-9.906604,
3610,1398520041865,1398520041865,-0.228903,-0.167024,-9.891940,
3620,1398520041875,1398520041875,-0.217975,-0.172535,-9.902981,
3630,1398520041885,1398520041885,-0.228957,-0.161533,-9.893817,
3640,1398520041895,1398520041895,-0.228738,-0.177963,-9.880856,
3650,1398520041905,1398520041905,-0.225329,-0.163381,-9.899330,
3660,1398520041915,1398520041915,-0.232476,-0.165134,-9.879095,
3670,1398520041925,1398520041925,-0.239968,-0.161619,-9.899229,
3680,1398520041935,1398520041935,-0.237975,-0.165171,-9.880885,
3690,1398520041945,1398520041945,-0.221687,-0.172596,-9.910284,
3700,1398520041955,1398520041955,-0.223405,-0.176209,-9.899242,
3710,1398520041965,1398520041965,-0.228930,-0.159667,-9.888332,
3720,1398520041975,1398520041975,-0.221563,-0.172500,-9.893787,
3730,1398520041985,1398520041985,-0.217865,-0.179828,-9.895591,
3740,1398520041995,1398520041995,-0.228889,-0.165169,-9.888288,
3750,1398520042005,1398520042005,-0.225301,-0.161515,-9.893846,
3760,1398520042015,1398520042015,-0.232614,-0.159707,-9.891970,
3770,1398520042025,1398520042025,-0.221548,-0.168801,-9.888317,
3780,1398520042035,1398520042035,-0.225315,-0.161526,-9.895679,
3790,1398520042045,1398520042045,-0.228862,-0.176214,-9.895534,
3800,1398520042055,1398520042055,-0.225206,-0.181730,-9.901018,
3810,1398520042065,1398520042065,-0.216078,-0.174318,-9.895649,
3820,1398520042075,1398520042075,-0.216160,-0.170693,-9.903009,
3830,1398520042085,1398520042085,-0.221604,-0.176221,-9.902924,
3840,1398520042095,1398520042095,-0.223460,-0.174407,-9.904757,
3850,1398520042105,1398520042105,-0.230882,-0.161616,-9.906633,
3860,1398520042115,1398520042115,-0.225274,-0.172561,-9.901091,
3870,1398520042125,1398520042125,-0.228738,-0.179808,-9.882674,
3880,1398520042135,1398520042135,-0.228724,-0.176108,-9.877204,
3890,1398520042145,1398520042145,-0.230799,-0.157864,-9.891998,
3900,1398520042155,1398520042155,-0.223459,-0.165184,-9.895664,
3910,1398520042165,1398520042165,-0.228889,-0.165169,-9.888288,
3920,1398520042175,1398520042175,-0.230772,-0.157842,-9.888332,
3930,1398520042185,1398520042185,-0.228931,-0.174423,-9.902880,
3940,1398520042195,1398520042195,-0.227101,-0.157814,-9.886528,
3950,1398520042205,1398520042205,-0.225342,-0.157858,-9.895707,
3960,1398520042215,1398520042215,-0.238236,-0.152462,-9.902982,
3970,1398520042225,1398520042225,-0.241865,-0.161681,-9.908380,
3980,1398520042235,1398520042235,-0.243460,-0.168887,-9.884479,
3990,1398520042245,1398520042245,-0.217975,-0.168846,-9.899343,
4000,1398520042255,1398520042255,-0.219720,-0.161414,-9.881058,
4010,1398520042265,1398520042265,-0.210566,-0.183492,-9.901118,
4020,1398520042275,1398520042275,-0.238208,-0.154285,-9.901134,
4030,1398520042285,1398520042285,-0.236257,-0.168936,-9.899200,
4040,1398520042295,1398520042295,-0.232627,-0.157873,-9.891984,
4050,1398520042305,1398520042305,-0.230690,-0.179912,-9.899157,
4060,1398520042315,1398520042315,-0.232628,-0.159717,-9.893803,
4070,1398520042325,1398520042325,-0.223364,-0.181710,-9.899199,
4080,1398520042335,1398520042335,-0.234374,-0.176263,-9.899157,
4090,1398520042345,1398520042345,-0.228820,-0.168805,-9.882761,
4100,1398520042355,1398520042355,-0.217975,-0.167002,-9.897526,
4110,1398520042365,1398520042365,-0.223487,-0.172584,-9.906604,
4120,1398520042375,1398520042375,-0.238126,-0.163444,-9.899229,
